Bowflex Selecttech Dumbbells,CAM49389 DCBHOMESUM16,,7/15/2016,7/11/2016,1,Catalog,Web
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Treadclimber,CAM48657 ION*N60*HKINGTIC,7/23/2016,7/23/2016,7/18/2016,9,Short Form,Call Center Internal
Treadclimber,CAM48657 ION*N60*HKINGTIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48728 MX10P60*J14FSTIC,7/23/2016,7/23/2016,7/18/2016,3,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48730 MX12P60*J14FSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48744 FOX*NVODJ14FSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48746 VEL*N120J14FSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/23/2016,7/23/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/23/2016,7/23/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48760 ODORN120J14FSTIC,,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48771 PUREN180JACFSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48774 PIVTN180JACFSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48807 USA*N60*J14FSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48876 DSEESF15A,7/23/2016,7/23/2016,7/18/2016,4,Electronic - Short Form,Web
Treadclimber,CAM48955 P0216WMNWRLDCSYFW,7/23/2016,7/23/2016,7/18/2016,1,Print,Call Center Internal
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,7/23/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,,7/23/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM49142 MX26P60*J14FSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Treadclimber,CAM49228 INSPN120BOO16TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49228 INSPN120BOO16TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49228 INSPN120BOO16TIC,7/23/2016,7/23/2016,7/18/2016,3,Short Form,Third Party Call Center - West
Treadclimber,CAM49229 METVN120BOO16TIC,7/23/2016,7/23/2016,7/18/2016,6,Short Form,Call Center Internal
Treadclimber,CAM49232 DCADN120BOO16TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49237 MOVSN120BOO16TIC,7/23/2016,7/23/2016,7/18/2016,5,Short Form,Call Center Internal
Treadclimber,CAM49292 DSETSF16A,7/23/2016,7/23/2016,7/18/2016,17,Electronic - Short Form,Web
Treadclimber,CAM49292 DSETSF16A,,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49295 DSEESF16A,7/23/2016,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49295 DSEESF16A,,7/23/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49297 DSEESF16C,7/23/2016,7/23/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49336 SUNDN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49336 SUNDN120HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49336 SUNDN120HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49336 SUNDN120HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49339 SPKEN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49339 SPKEN120HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49339 SPKEN120HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49350 ODORN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49350 ODORN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49354 DTVSN60*HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49406 TESCN120BOO16TIC,7/23/2016,7/23/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49445 ION*N60*HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,5,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49445 ION*N60*HAM7*TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49466 CTRYN5MNHAMFSTIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49466 CTRYN5MNHAMFSTIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49466 CTRYN5MNHAMFSTIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49470 TVGDN120HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49472 HERON120J14FSTIC,7/23/2016,7/23/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49473 TVGDN120J14FSTIC,7/23/2016,7/23/2016,7/18/2016,7,Short Form,Call Center Internal
Treadclimber,CAM49473 TVGDN120J14FSTIC,,7/23/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49502 HMM*N120ABC16TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49502 HMM*N120ABC16TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49506 BRNGN120ABC16TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49510 GET*N120ABC16TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49512 MOVSN120ABC16TIC,7/23/2016,7/23/2016,7/18/2016,6,Short Form,Call Center Internal
Treadclimber,CAM49512 MOVSN120ABC16TIC,,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49516 ION*N60*ABC16TIC,7/23/2016,7/23/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49534 DISLL60*HAM7*TIC,7/23/2016,7/23/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49574 DODPANDORAEDL1,,7/23/2016,7/18/2016,1,Online Display,Web
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,7/24/2016,7/24/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM16426 DSETDIR,,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,7/24/2016,7/24/2016,7/18/2016,46,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,7/24/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Brand,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,32,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,7/24/2016,7/24/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,61,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/24/2016,7/24/2016,7/18/2016,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,53,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,13,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,7/24/2016,7/24/2016,7/18/2016,4,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,7/24/2016,7/18/2016,15,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/24/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM30755 dosg2gsl1,,7/24/2016,7/18/2016,7,Online Search,Web
Bowflex Revolution,CAM30755 dosg2gsl1,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM30766 dosg2gsl2,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,7/24/2016,7/18/2016,3,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,,7/24/2016,7/18/2016,2,Online Search,Call Center Internal
Treadclimber,CAM30796 SAWDOSG2G,,7/24/2016,7/18/2016,2,Online Search,Call Center Internal
Treadclimber,CAM30841 icaosgctsl2,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,,7/24/2016,7/18/2016,21,Online Search,Web
Bowflex Catalog,CAM31081 dosg2gl1,,7/24/2016,7/18/2016,2,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,,7/24/2016,7/18/2016,22,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,7/24/2016,7/24/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,,7/24/2016,7/18/2016,15,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,,7/24/2016,7/18/2016,5,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,,7/24/2016,7/18/2016,4,Online Search,Web
Bowflex Revolution,CAM32061 dofg2dfeed1,,7/24/2016,7/18/2016,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,7/24/2016,7/18/2016,2,Online Shopping,Web
Bowflex UpperCut,CAM32061 dofg2dfeed1,,7/24/2016,7/18/2016,1,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,7/24/2016,7/24/2016,7/18/2016,1,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,,7/24/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM32123 dofg2tfeed1,,7/24/2016,7/18/2016,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,7/24/2016,7/24/2016,7/18/2016,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,7/24/2016,7/18/2016,3,Online Shopping,Web
Bowflex Max Trainer,CAM36104 SAWSF11E,,7/24/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36194 dosg2tsl1,,7/24/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM36298 dsetsf11g,7/24/2016,7/24/2016,7/18/2016,20,Electronic - Short Form,Web
Treadclimber,CAM36298 dsetsf11g,,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,7/24/2016,7/24/2016,7/18/2016,33,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,7/24/2016,7/18/2016,2,Electronic - Short Form,Web
Treadclimber,CAM36797 dpetprint12a,7/24/2016,7/24/2016,7/18/2016,1,Electronic - Print,Web
Treadclimber,CAM36885 dosbitsl2,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,,7/24/2016,7/18/2016,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,,7/24/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM37440 dosg2tsl21,,7/24/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,7/24/2016,7/24/2016,7/18/2016,4,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,7/24/2016,7/18/2016,22,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,7/24/2016,7/24/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,7/24/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM38406 SAWDPETPRINT12F,,7/24/2016,7/18/2016,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,7/24/2016,7/18/2016,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38842 dosg2tsl27,7/24/2016,7/24/2016,7/18/2016,6,Online Search,Web
Bowflex Body,CAM39441 dosbigl1,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Brand,CAM39441 dosbigl1,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Catalog,CAM39441 dosbigl1,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,7/24/2016,7/18/2016,7,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,7/24/2016,7/18/2016,5,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,,7/24/2016,7/18/2016,3,Online Search,Web
Bowflex Catalog,CAM40820 1800BFXCATALOG,7/24/2016,7/24/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,7/24/2016,7/24/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,7/24/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM40821 1800BOWFLEX,,7/24/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM43683 dosbitsl14,7/24/2016,7/24/2016,7/18/2016,6,Online Search,Web
Treadclimber,CAM43683 dosbitsl14,,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44172 dseesf14a,7/24/2016,7/24/2016,7/18/2016,60,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,7/24/2016,7/18/2016,2,Electronic - Short Form,Web
Treadclimber,CAM44172 dseesf14a,,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,7/24/2016,7/24/2016,7/18/2016,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,,7/24/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,7/24/2016,7/24/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,,7/24/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,7/24/2016,7/18/2016,2,Online Search,Call Center Internal
Treadclimber,CAM44246 SAWDPEEPRINT13A,,7/24/2016,7/18/2016,1,Electronic - Print,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,7/24/2016,7/24/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,7/24/2016,7/18/2016,11,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,7/24/2016,7/24/2016,7/18/2016,17,Online Search,Web
Bowflex Catalog,CAM44497 dosg2esl1,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,7/24/2016,7/24/2016,7/18/2016,11,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,7/24/2016,7/18/2016,47,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,7/24/2016,7/18/2016,8,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,7/24/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,7/24/2016,7/18/2016,8,Online Search,Web
Bowflex Max Trainer,CAM44567 dosg2esl3,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44567 dosg2esl3,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,7/24/2016,7/18/2016,2,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM44626 1800BOWFLEX_BMT,,7/24/2016,7/18/2016,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,7/24/2016,7/24/2016,7/18/2016,6,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,7/24/2016,7/18/2016,29,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM44887 dofg2efeed1,,7/24/2016,7/18/2016,2,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,7/24/2016,7/18/2016,3,Online Shopping,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,,7/24/2016,7/18/2016,5,Online Shopping,Web
Treadclimber,CAM44948 dofbiefeed1,,7/24/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,7/24/2016,7/18/2016,1,Online Shopping,Call Center Internal
Treadclimber,CAM45043 SAWDOFG2E,,7/24/2016,7/18/2016,1,Online Shopping,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/24/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,7/24/2016,7/24/2016,7/18/2016,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,7/24/2016,7/24/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,7/24/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,7/24/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,7/24/2016,7/24/2016,7/18/2016,10,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,7/24/2016,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45846 ICAOSBCESL6,7/24/2016,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,7/24/2016,7/24/2016,7/18/2016,24,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,7/24/2016,7/18/2016,2,Online Search,Web
Bowflex Home Gyms,CAM45898 DOXFBERESPONSE,,7/24/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,7/24/2016,7/24/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,7/24/2016,7/24/2016,7/18/2016,4,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,7/24/2016,7/18/2016,11,Online Search,Web
Treadclimber,CAM47150 DOSG2ESL9,,7/24/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,7/24/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM47192 SUNDN120HAMBYTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM47235 SAWDODCTOT,,7/24/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM47239 SAWDODCTOE,,7/24/2016,7/18/2016,1,Online Display,Call Center Internal
Treadclimber,CAM47239 SAWDODCTOE,,7/24/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Catalog,CAM47251 DODCTOEDL2,,7/24/2016,7/18/2016,1,Online Display,Web
Bowflex Home Gyms,CAM47251 DODCTOEDL2,,7/24/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,7/24/2016,7/24/2016,7/18/2016,3,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,7/24/2016,7/18/2016,11,Online Display,Web
Treadclimber,CAM47251 DODCTOEDL2,,7/24/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47254 DODCTOTDL1,,7/24/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,7/24/2016,7/18/2016,5,Online Display,Web
Bowflex Home Gyms,CAM47260 DODCTOGDL1,7/24/2016,7/24/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM48183 SAWDOXFBTSCODE,,7/24/2016,7/18/2016,1,Online Social,Call Center Internal
Treadclimber,CAM48184 DOXFBTSCODE001,,7/24/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48185 DOXFBTSCODE002,,7/24/2016,7/18/2016,2,Online Social,Web
Treadclimber,CAM48185 DOXFBTSCODE002,,7/24/2016,7/18/2016,5,Online Social,Web
Treadclimber,CAM48188 DOXFBTSCODE005,,7/24/2016,7/18/2016,1,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48207 DOXFBDSCODE001,,7/24/2016,7/18/2016,2,Online Social,Web
Treadclimber,CAM48207 DOXFBDSCODE001,,7/24/2016,7/18/2016,1,Online Social,Web
Bowflex Home Gyms,CAM48213 DOXFBGSCODE001,,7/24/2016,7/18/2016,1,Online Social,Web
Bowflex Brand,CAM48218 DOXFBSCODE005,,7/24/2016,7/18/2016,3,Online Social,Web
Bowflex Home Gyms,CAM48218 DOXFBSCODE005,,7/24/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48218 DOXFBSCODE005,,7/24/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48518 INSPN180HKINGTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48520 DLFEN180HKINGTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/24/2016,7/24/2016,7/18/2016,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48722 MX4*P60*J14FSTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48730 MX12P60*J14FSTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48732 MX14P60*J14FSTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48733 MX15P60*J14FSTIC,7/24/2016,7/24/2016,7/18/2016,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48738 MX20P60*J14FSTIC,7/24/2016,7/24/2016,7/18/2016,2,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM48746 VEL*N120J14FSTIC,7/24/2016,7/24/2016,7/18/2016,7,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/24/2016,7/24/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48771 PUREN180JACFSTIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48777 VH1CN180JACFSTIC,7/24/2016,7/24/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48793 HERON5MNHAMFSTIC,7/24/2016,7/24/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48876 DSEESF15A,7/24/2016,7/24/2016,7/18/2016,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,7/24/2016,7/18/2016,4,Online Search,Web
Treadclimber,CAM48984 DOSG2ESL11,,7/24/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM48985 DOSBIESL10,,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM48985 DOSBIESL10,,7/24/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM49231 GAMEN120BOO16TIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49232 DCADN120BOO16TIC,7/24/2016,7/24/2016,7/18/2016,4,Short Form,Call Center Internal
Treadclimber,CAM49237 MOVSN120BOO16TIC,7/24/2016,7/24/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49292 DSETSF16A,7/24/2016,7/24/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM49292 DSETSF16A,7/24/2016,7/24/2016,7/18/2016,16,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49295 DSEESF16A,7/24/2016,7/24/2016,7/18/2016,4,Electronic - Short Form,Web
