FG Item,FG LifeCycle Status,FG Inactive,Warranty Item,FG Internal ID,Warranty Part LifeCycle Status,Warranty Part Inactive,Warranty Period,Warranty Part On Hand,Warranty Part On Order
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,"90138 Washer, Black 3/8 USS Flat",8597,,F,3650,88,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,"90196 Nut, 3/8-16 Nylock",8597,,F,3650,34,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",8597,In Production,F,3650,88,75
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,"000-2510 U2 1.75"" x 3"" Tube Plug",8597,In Production,F,3650,209,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,001-5155 ASSY  LEG EXT BACKBONE XTM,8597,In Production,F,3650,9,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,001-5161 ASSY  LEG EXT PIVOT TUBE XTM,8597,,F,3650,12,5
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,001-6371 REVOLUTION-XP SEATBACK,8597,,F,3650,8,5
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,001-6374 REVOLUTION XM SEAT ASSY,8597,,F,3650,5,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,001-7667 ASSY-SEAT TUBE,8597,,F,3650,4,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,001-7690 Hdwr Card  Box 4  Revo Vert,8597,,F,3650,6,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,002-1060 REVO-XP DOCUMENTS KIT,8597,,F,42,18,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,002-1092 REVO XP TOP COVER CAP,8597,,F,3650,36,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,"90218 Cap, 3/4 End",8597,In Production,F,3650,1724,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,002-1134 ASSY SEAT BACKBONE REVO-XP,8597,In Production,F,3650,18,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,10089 Mult Lat Cable Storage Grommet,8597,In Production,F,3650,10,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,"11418 Cap  1"" Flat Round End",8597,In Production,F,3650,343,10
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,000-2499 U2 16mm Tube End Cap,8597,In Production,F,3650,476,
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,000-3302 U2 Lat Pull Down Bar,8597,In Production,F,3650,49,40
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8597,In Production,F,3650,320,250
100089 BFX Revo XP w/ Lat Tower Assembly,Obsolete,F,002-1069 LAT PULL ROPE WRNTY KIT REV-XP,8597,,F,3650,14,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4249 Revo Pre-Stretch Pack Assy,8598,,F,3650,295,200
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4250 Revo 5# Flex Pack Assy,8598,,F,3650,149,300
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4251 Revo 10# Flex Pack Assy,8598,,F,3650,656,540
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4252 Revo 20# Pack Assy,8598,,F,3650,343,100
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4253 Revo 40# Pack Assy,8598,,F,3650,145,100
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5782 Revo Pre Stretch Hardware Pack,8598,,F,3650,116,90
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4004 Revo PVC Foot Cap,8598,,F,3650,226,15
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1181 BFX Revolution XP FT Box 2,8598,In Production,F,3650,,192
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-3959 Revo Right Arm Assy,8598,In Production,F,3650,22,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-3961 Revo V-Pulley Assy,8598,,F,3650,34,20
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-3962 Revo Left Arm Assy,8598,In Production,F,3650,16,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4089 Revo Top Shroud,8598,In Production,F,3650,12,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4211 Revo Lock Collar,8598,,F,3650,14,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4212 Revo Screw Retainer   Cam Stop,8598,,F,3650,22,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5823 Revo Rear Stabilizer,8598,,F,3650,7,5
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-7191 Pack Pre-Assembled HRDWR REVO,8598,In Production,F,3650,66,25
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1302 Common Hardware Revo,8598,,F,3650,104,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5750 Revo Engine Drive Assy,8598,,F,3650,97,300
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5751 Revo Large Pulley Kit,8598,,F,3650,55,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5827 Revo Warranty Main Rope,8598,,F,3650,328,116
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5831 Revo Left Shroud Assy,8598,,F,3650,24,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5832 Revo Right Shroud Assy,8598,In Production,F,3650,18,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-7182 Revo Shock Arms,8598,,F,3650,19,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"000-3955 Pulley, 4 1/2""",8598,,F,3650,66,15
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5753 Revo Long Pop Pin Handle Kit,8598,In Production,F,3650,70,30
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8598,In Production,F,3650,320,250
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-7498 Cable Ball End Kit,8598,,F,3650,214,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-7672 Adjustment Knob Warranty Kit,8598,,F,3650,78,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-3675 U2 5 Point Foot Harness,8598,In Production,F,3650,,120
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-4056 Base Skid Pad,8598,,F,3650,77,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5749 Revo Bumper Shaft Warranty Kit,8598,,F,3650,108,75
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-5754 Revo Shaft Bumper Wrnty Pack,8598,In Production,F,3650,82,5
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-7183 Revo Handle Kit,8598,,F,3650,682,300
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-6385 SQUAT HARNESS REVO XP,8598,In Production,F,3650,1,185
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-7625 PULLEY ASSY- 87 MM BLACK,8598,,F,3650,9,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-7691 HRDWR CARD-RVLTN BOX 3  FT,8598,,F,3650,55,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1068 LEG EXT ROPE WRNTY KIT,8598,,F,3650,22,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,10083 Cap  End 1-3 4x 2,8598,In Production,F,3650,1074,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,11467 BHCS 0.375-16x3x1  BLK,8598,,F,3650,13,5
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,17087 Cap  Plastic Bolt Cover,8598,In Production,F,3650,16,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"17313 Mult - 1"" Thick Bumper w Screw",8598,In Production,F,3650,26,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"50304 ROLLER FOAM  L=175MM 7""",8598,In Production,F,3650,294,300
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"90138 Washer, Black 3/8 USS Flat",8598,,F,3650,88,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"90196 Nut, 3/8-16 Nylock",8598,,F,3650,34,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",8598,In Production,F,3650,88,75
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"000-2510 U2 1.75"" x 3"" Tube Plug",8598,In Production,F,3650,209,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-5155 ASSY  LEG EXT BACKBONE XTM,8598,In Production,F,3650,9,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-5161 ASSY  LEG EXT PIVOT TUBE XTM,8598,,F,3650,12,5
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-6371 REVOLUTION-XP SEATBACK,8598,,F,3650,8,5
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-6374 REVOLUTION XM SEAT ASSY,8598,,F,3650,5,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-7667 ASSY-SEAT TUBE,8598,,F,3650,4,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,001-7690 Hdwr Card  Box 4  Revo Vert,8598,,F,3650,6,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1060 REVO-XP DOCUMENTS KIT,8598,,F,42,18,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1092 REVO XP TOP COVER CAP,8598,,F,3650,36,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"90218 Cap, 3/4 End",8598,In Production,F,3650,1724,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1134 ASSY SEAT BACKBONE REVO-XP,8598,In Production,F,3650,18,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,10089 Mult Lat Cable Storage Grommet,8598,In Production,F,3650,10,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,"11418 Cap  1"" Flat Round End",8598,In Production,F,3650,343,10
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-2499 U2 16mm Tube End Cap,8598,In Production,F,3650,476,
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,000-3302 U2 Lat Pull Down Bar,8598,In Production,F,3650,49,40
100090 BFX Revo XP w/ Ab Attachment,Obsolete,F,002-1069 LAT PULL ROPE WRNTY KIT REV-XP,8598,,F,3650,14,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4249 Revo Pre-Stretch Pack Assy,8599,,F,3650,295,200
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4250 Revo 5# Flex Pack Assy,8599,,F,3650,149,300
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4251 Revo 10# Flex Pack Assy,8599,,F,3650,656,540
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4252 Revo 20# Pack Assy,8599,,F,3650,343,100
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4253 Revo 40# Pack Assy,8599,,F,3650,145,100
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5782 Revo Pre Stretch Hardware Pack,8599,,F,3650,116,90
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4004 Revo PVC Foot Cap,8599,,F,3650,226,15
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1181 BFX Revolution XP FT Box 2,8599,In Production,F,3650,,192
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-3959 Revo Right Arm Assy,8599,In Production,F,3650,22,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-3961 Revo V-Pulley Assy,8599,,F,3650,34,20
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-3962 Revo Left Arm Assy,8599,In Production,F,3650,16,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4089 Revo Top Shroud,8599,In Production,F,3650,12,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4211 Revo Lock Collar,8599,,F,3650,14,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4212 Revo Screw Retainer   Cam Stop,8599,,F,3650,22,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5823 Revo Rear Stabilizer,8599,,F,3650,7,5
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-7191 Pack Pre-Assembled HRDWR REVO,8599,In Production,F,3650,66,25
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1302 Common Hardware Revo,8599,,F,3650,104,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5750 Revo Engine Drive Assy,8599,,F,3650,97,300
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5751 Revo Large Pulley Kit,8599,,F,3650,55,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5827 Revo Warranty Main Rope,8599,,F,3650,328,116
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5831 Revo Left Shroud Assy,8599,,F,3650,24,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5832 Revo Right Shroud Assy,8599,In Production,F,3650,18,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-7182 Revo Shock Arms,8599,,F,3650,19,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"000-3955 Pulley, 4 1/2""",8599,,F,3650,66,15
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5753 Revo Long Pop Pin Handle Kit,8599,In Production,F,3650,70,30
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8599,In Production,F,3650,320,250
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-7498 Cable Ball End Kit,8599,,F,3650,214,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-7672 Adjustment Knob Warranty Kit,8599,,F,3650,78,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-3675 U2 5 Point Foot Harness,8599,In Production,F,3650,,120
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-4056 Base Skid Pad,8599,,F,3650,77,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5749 Revo Bumper Shaft Warranty Kit,8599,,F,3650,108,75
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-5754 Revo Shaft Bumper Wrnty Pack,8599,In Production,F,3650,82,5
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-7183 Revo Handle Kit,8599,,F,3650,682,300
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-6385 SQUAT HARNESS REVO XP,8599,In Production,F,3650,1,185
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-7625 PULLEY ASSY- 87 MM BLACK,8599,,F,3650,9,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-7691 HRDWR CARD-RVLTN BOX 3  FT,8599,,F,3650,55,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1068 LEG EXT ROPE WRNTY KIT,8599,,F,3650,22,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,10083 Cap  End 1-3 4x 2,8599,In Production,F,3650,1074,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,11467 BHCS 0.375-16x3x1  BLK,8599,,F,3650,13,5
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,17087 Cap  Plastic Bolt Cover,8599,In Production,F,3650,16,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"17313 Mult - 1"" Thick Bumper w Screw",8599,In Production,F,3650,26,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"50304 ROLLER FOAM  L=175MM 7""",8599,In Production,F,3650,294,300
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"90138 Washer, Black 3/8 USS Flat",8599,,F,3650,88,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"90196 Nut, 3/8-16 Nylock",8599,,F,3650,34,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",8599,In Production,F,3650,88,75
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"000-2510 U2 1.75"" x 3"" Tube Plug",8599,In Production,F,3650,209,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-5155 ASSY  LEG EXT BACKBONE XTM,8599,In Production,F,3650,9,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-5161 ASSY  LEG EXT PIVOT TUBE XTM,8599,,F,3650,12,5
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-6371 REVOLUTION-XP SEATBACK,8599,,F,3650,8,5
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-6374 REVOLUTION XM SEAT ASSY,8599,,F,3650,5,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-7667 ASSY-SEAT TUBE,8599,,F,3650,4,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,001-7690 Hdwr Card  Box 4  Revo Vert,8599,,F,3650,6,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1060 REVO-XP DOCUMENTS KIT,8599,,F,42,18,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1092 REVO XP TOP COVER CAP,8599,,F,3650,36,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"90218 Cap, 3/4 End",8599,In Production,F,3650,1724,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1134 ASSY SEAT BACKBONE REVO-XP,8599,In Production,F,3650,18,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,10089 Mult Lat Cable Storage Grommet,8599,In Production,F,3650,10,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,"11418 Cap  1"" Flat Round End",8599,In Production,F,3650,343,10
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-2499 U2 16mm Tube End Cap,8599,In Production,F,3650,476,
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,000-3302 U2 Lat Pull Down Bar,8599,In Production,F,3650,49,40
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,8599,In Production,F,3650,320,250
100091 BFX Revo XP w/Lat Twr & Ab Attach,Obsolete,F,002-1069 LAT PULL ROPE WRNTY KIT REV-XP,8599,,F,3650,14,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,90211 Mult - Transport Wheel Assy,3843,In Production,F,1825,386,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17067 Spt Lat Cable Wrnty Kit (Pair),3843,In Production,F,1825,145,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,3843,In Production,F,1825,320,250
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,10089 Mult Lat Cable Storage Grommet,3843,In Production,F,1825,10,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,51278 Assy  Pulley w J-Bolt,3843,In Production,F,1825,36,10
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,10083 Cap  End 1-3 4x 2,3843,In Production,F,1825,1074,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17398 Spt Rub Bar Hanger Tube Assy,3843,In Production,F,1825,,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,000-3891 Mult - SM Plate Decal,3843,In Production,F,1825,17,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,12341 Belt  Adjustable  Leg Press,3843,In Production,F,1825,132,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17085 Bag  Sport Main Hardware,3843,,F,1825,,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17100 Handgrip  Adj (Pair),3843,In Production,F,1825,2064,800
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17074 Bushing  Seat Rail Pivot,3843,In Production,F,1825,303,350
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"12357 Cap, 3""x1-3/4"" Tube End",3843,In Production,F,1825,29,25
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,000-3428 Component bag  Spt Blaze,3843,In Production,F,1825,66,10
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",3843,In Production,F,1825,87,40
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"11418 Cap  1"" Flat Round End",3843,In Production,F,1825,343,10
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,95001 Mult - Lat Squat Bar Strap,3843,In Production,F,1825,223,30
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"11491 Bar  50"" Bent Lat",3843,In Production,F,1825,225,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17082 Assy Spt Squat Straps Wrnty,3843,In Production,F,1825,193,100
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17077 Cable  Squat Warranty Kit Pair,3843,In Production,F,1825,76,100
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,11852 Cable  Rod Warranty Kit  Pr,3843,In Production,F,1825,1247,400
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,51272 Assy  Leg Ext Y Cable,3843,In Production,F,1825,77,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,90189 Mult - Leg Ext Pivot Bushing,3843,In Production,F,1825,1137,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,001-5068 Assy  87mm Pulley Slider  Xtr,3843,,F,1825,38,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,10074 Ult Locking Knob,3843,In Production,F,1825,113,50
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,10813 Mult 2x3 Foot w Screw,3843,In Production,F,1825,55,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,11419 Cap  Xtr Foot Frame End,3843,In Production,F,1825,138,125
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"17110 Assy  Sport 4"" Pulley w HW",3843,,F,1825,,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"17313 Mult - 1"" Thick Bumper w Screw",3843,In Production,F,1825,26,10
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17016 Mult - Pulley Alignment Kit,3843,In Production,F,1825,3373,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17611 BF SEAT RAIL POP PIN,3843,,F,1825,52,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17050 Assy  Seat Slider,3843,,F,1825,8,20
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,51056 Elite Seat Rail Assy w Bshng,3843,In Production,F,1825,,15
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,51075 Pad  Foam Roller 90mm,3843,In Production,F,1825,146,90
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17063 Tube  Sport 386mm Foam Roller,3843,In Production,F,1825,137,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,17064 Tube  Sport 455mm Foam Roller,3843,In Production,F,1825,35,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,000-7831 Backbone Assy LE Seat,3843,In Production,F,1825,10,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,51001 Mult - Right Incline Rest Back,3843,In Production,F,1825,,10
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,12439 Mult - Left Incline Rest Back,3843,In Production,F,1825,,10
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,001-3661 Tricep Rope,3843,In Production,F,1825,,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,001-3683 Lumbar Support Pad,3843,In Production,F,1825,,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,001-3660 E-Z Curl Bar,3843,In Production,F,1825,,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,10046 Rod Pack Holder,3843,In Production,F,1825,58,200
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,80208 Power Rod End Cap  5#,3843,In Production,F,1825,46,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,80209 Power Rod End Cap 10#,3843,In Production,F,1825,76,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,80210 Power Rod End Cap 30#,3843,In Production,F,1825,410,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,80211 Power Rod End Cap 50#,3843,In Production,F,1825,1154,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,"90208 Screw, #10 x 3/4",3843,In Production,F,1825,96,
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,95701 Rod  5# Tested W  S&C,3843,In Production,F,36500,1224,30
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,95702 Rod 10# Tested w  S&C,3843,In Production,F,36500,910,1725
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,95703 Rod  30# Tested w  S&C,3843,In Production,F,36500,1351,900
100094 BFX Elite XL 210lb Singlepack,Obsolete,F,95704 Rod  50#  Tested w  S&C,3843,In Production,F,36500,2824,1700
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,10046 Rod Pack Holder,3844,In Production,F,2555,58,200
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,10073 Mult Adjustable Squat Strap,3844,In Production,F,2555,166,
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,10074 Ult Locking Knob,3844,In Production,F,2555,113,50
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,10083 Cap  End 1-3 4x 2,3844,In Production,F,2555,1074,
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,10089 Mult Lat Cable Storage Grommet,3844,In Production,F,2555,10,
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,"11418 Cap  1"" Flat Round End",3844,In Production,F,2555,343,10
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,11419 Cap  Xtr Foot Frame End,3844,In Production,F,2555,138,125
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,11435 Xtr Squat Cable,3844,In Production,F,2555,290,
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,11441 Xtr Seat Rail Support Assy,3844,In Production,F,2555,2,
"100095 BFX Xceed Plus,w/AB,Costco Canada",EOL - Use Up Stock,F,11462 X2 Front Leg Ext Bushing,3844,In Production,F,2555,34,5
